position,rsr,splice,total_reads,transcript
1081,2.9710512950736407,1.0,1868,ENST00000230085.13
887,1.6276745495495497,1.0,1336,ENST00000230085.13
788,0.6483762597984322,1.0,1378,ENST00000230085.13
597,1.87404947120007,1.0,1692,ENST00000230085.13
574,2.7469266773671275,1.0,2088,ENST00000230085.13
527,1.798552380952381,1.0,1337,ENST00000230085.13
446,0.6009026434558349,1.0,1120,ENST00000230085.13
363,1.9319571861541456,1.0,2405,ENST00000230085.13
328,2.097892765755477,1.0,3857,ENST00000230085.13
324,3.226337448559672,1.0,1791,ENST00000230085.13
316,2.143290960451977,1.0,1567,ENST00000230085.13
283,2.0084367476009457,1.0,1813,ENST00000230085.13
173,1.4773917680894426,1.0,3404,ENST00000230085.13
167,1.1248496397094023,1.0,5189,ENST00000230085.13
166,0.6518977750223875,1.0,4017,ENST00000230085.13
160,1.7538120533496389,1.0,5593,ENST00000230085.13
158,1.7866329884247971,1.0,8076,ENST00000230085.13
157,1.8824643239592371,1.0,8122,ENST00000230085.13
155,1.9900027333441384,1.0,6982,ENST00000230085.13
154,2.0791987387554483,1.0,4499,ENST00000230085.13
152,1.5850106586296009,1.0,2298,ENST00000230085.13
140,1.5707819546369794,1.0,2993,ENST00000230085.13
139,1.1129777918002843,1.0,6081,ENST00000230085.13
119,1.4783523008411674,1.0,1191,ENST00000230085.13
115,1.8678035201465448,1.0,1923,ENST00000230085.13
110,1.584396145343301,1.0,2171,ENST00000230085.13
109,1.5988484699087937,1.0,2173,ENST00000230085.13
108,1.6435641342161376,1.0,2639,ENST00000230085.13
107,1.5819590701370951,1.0,2044,ENST00000230085.13
106,1.3433044450656977,1.0,1470,ENST00000230085.13
90,3.1021557897171084,1.0,1850,ENST00000230085.13
89,2.571650348963893,1.0,2487,ENST00000230085.13
4825,2.267066267066267,1.0,1019,ENST00000415861.2
4447,2.7181467181467185,1.0,1008,ENST00000415861.2
3931,2.5619047619047617,1.0,1365,ENST00000415861.2
3582,2.4694096601073343,1.0,1271,ENST00000415861.2
3158,2.078663974423692,1.0,1361,ENST00000415861.2
2990,1.9693096058459716,1.0,2023,ENST00000415861.2
2952,2.641042030962188,1.0,1335,ENST00000415861.2
2696,2.0823700825643514,1.0,1502,ENST00000415861.2
2644,2.5463006049325267,1.0,1296,ENST00000415861.2
2593,2.23728813559322,1.0,1181,ENST00000415861.2
2591,2.23728813559322,1.0,1181,ENST00000415861.2
2526,2.078714859437751,1.0,1060,ENST00000415861.2
2466,3.1944705533190687,1.0,1252,ENST00000415861.2
316,2.5821960297766746,1.0,1067,ENST00000310786.10
214,2.574591621513271,1.0,1233,ENST00000310786.10
164,0.8857466589703432,1.0,1103,ENST00000310786.10
2315,1.6899766899766897,1.0,1230,ENST00000359451.6
169,1.5334212454212457,0.0,2811,ENST00000405166.1
168,1.7053820183135615,0.0,3923,ENST00000405166.1
165,2.564348417214042,0.0,2183,ENST00000405166.1
147,0.481300604035471,0.0,2286,ENST00000405166.1
146,0.481300604035471,0.0,2286,ENST00000405166.1
1638,1.848856378566689,1.0,4433,ENST00000354650.7
1636,1.848856378566689,1.0,4433,ENST00000354650.7
1633,1.2556565986483317,1.0,6858,ENST00000354650.7
1632,1.7710896673763374,1.0,5235,ENST00000354650.7
1630,1.6495743159810228,1.0,3372,ENST00000354650.7
1624,1.1983084853032329,1.0,1305,ENST00000354650.7
1511,1.9443407158893984,1.0,5650,ENST00000354650.7
1503,1.8092031425364759,1.0,2588,ENST00000354650.7
1499,0.4270859880727866,1.0,2048,ENST00000354650.7
1493,1.7881380580735855,1.0,1975,ENST00000354650.7
1492,2.736705352503032,1.0,1354,ENST00000354650.7
1489,1.4964788732394367,1.0,1728,ENST00000354650.7
1488,2.377872340425532,1.0,1183,ENST00000354650.7
1485,1.804759501885448,1.0,2880,ENST00000354650.7
1482,1.8670585184544903,1.0,1301,ENST00000354650.7
1478,1.7782118055555556,1.0,1153,ENST00000354650.7
902,1.9822271591224656,1.0,2482,ENST00000354650.7
901,1.9332889903402823,1.0,3606,ENST00000354650.7
899,2.0924439197166467,1.0,3366,ENST00000354650.7
897,2.100084817642069,1.0,2153,ENST00000354650.7
877,0.3995157384987893,1.0,1262,ENST00000354650.7
875,0.3995157384987893,1.0,1262,ENST00000354650.7
808,3.6951937716013306,1.0,1062,ENST00000354650.7
1800,2.516981132075472,1.0,1126,ENST00000519065.6
1659,1.7452326468344777,1.0,1051,ENST00000519065.6
1569,2.3708832335329344,1.0,1571,ENST00000519065.6
1549,1.9070980527281307,1.0,2111,ENST00000519065.6
1538,1.7528888888888892,1.0,1354,ENST00000519065.6
1507,2.4984211804712166,1.0,1826,ENST00000519065.6
1401,1.6926179911254535,1.0,1650,ENST00000519065.6
1383,0.49965355300639,1.0,1007,ENST00000519065.6
1181,1.9800420168067228,1.0,1026,ENST00000519065.6
769,1.8229830775285318,1.0,1642,ENST00000519065.6
763,2.13269367448472,1.0,1479,ENST00000519065.6
739,1.8967640918580375,1.0,1150,ENST00000519065.6
613,1.3502772136402554,1.0,3544,ENST00000519065.6
611,1.040909090909091,1.0,2450,ENST00000519065.6
415,1.0073529411764706,1.0,1927,ENST00000519065.6
414,1.0073529411764706,1.0,1927,ENST00000519065.6
541,0.9053165359321764,0.0,1387,ENST00000435100.1
539,1.3111888111888113,0.0,1966,ENST00000435100.1
537,0.9574161208603199,0.0,1948,ENST00000435100.1
313,1.1640483659511307,0.0,2521,ENST00000435100.1
311,0.9361592721280744,0.0,5125,ENST00000435100.1
309,1.0552775792232547,0.0,3354,ENST00000435100.1
306,1.5349946977730646,0.0,1322,ENST00000435100.1
301,1.0951039569911438,0.0,1370,ENST00000435100.1
378,1.0283192413589932,0.0,4975,ENST00000402326.1
374,1.6369389256806477,0.0,2266,ENST00000402326.1
364,2.2357743097238902,0.0,1801,ENST00000402326.1
327,1.2595002220432252,0.0,4280,ENST00000402326.1
326,1.8580431348306887,0.0,2115,ENST00000402326.1
325,1.3240603610377628,0.0,5477,ENST00000402326.1
321,1.1075476450340025,0.0,1993,ENST00000402326.1
319,1.1930600011455308,0.0,2698,ENST00000402326.1
317,1.7456257189562268,0.0,1003,ENST00000402326.1
316,1.1975335277851449,0.0,2183,ENST00000402326.1
315,1.8081595353436957,0.0,1980,ENST00000402326.1
314,1.449801051584482,0.0,1121,ENST00000402326.1
167,1.3949211908931698,0.0,2787,ENST00000402326.1
162,0.5983620257395955,0.0,1114,ENST00000402326.1
161,1.649521877716604,0.0,3190,ENST00000402326.1
160,1.649521877716604,0.0,3190,ENST00000402326.1
139,0.8621504157218444,0.0,3191,ENST00000402326.1
138,0.8621504157218444,0.0,3191,ENST00000402326.1
137,0.8621504157218444,0.0,3191,ENST00000402326.1
132,0.3101274872162728,0.0,1873,ENST00000402326.1
3719,1.3637754633403931,1.0,2550,ENST00000368498.7
3717,3.885022649875944,1.0,1201,ENST00000368498.7
2017,1.7858727309792142,1.0,1012,ENST00000339697.5
2011,2.6252742199424977,1.0,1009,ENST00000339697.5
1320,1.282934011570759,1.0,1096,ENST00000339697.5
259,2.7210672677092083,1.0,1118,ENST00000339697.5
9,0.3947208121827411,1.0,1040,ENST00000339697.5
8,0.4112875447111604,1.0,1687,ENST00000339697.5
662,1.7144480519480518,1.0,1912,ENST00000398153.7
660,1.7144480519480518,1.0,1912,ENST00000398153.7
199,2.1296217089630263,1.0,2007,ENST00000398153.7
198,1.9996455655145176,1.0,2842,ENST00000398153.7
197,2.1296217089630263,1.0,2007,ENST00000398153.7
2929,1.3441173457727038,1.0,3084,ENST00000368226.9
2927,2.228621555356856,1.0,3888,ENST00000368226.9
2926,2.576210134369435,1.0,2051,ENST00000368226.9
2925,2.576210134369435,1.0,2051,ENST00000368226.9
2924,0.3563218390804598,1.0,1053,ENST00000368226.9
2879,3.8766492662395495,1.0,1354,ENST00000368226.9
2583,3.168542825361513,1.0,2104,ENST00000337057.8
2582,3.168542825361513,1.0,2104,ENST00000337057.8
2572,1.8130328415746164,1.0,1675,ENST00000337057.8
2571,1.8130328415746164,1.0,1675,ENST00000337057.8
1402,0.20431725321489974,1.0,1186,ENST00000337057.8
2336,1.23241288625904,1.0,1320,ENST00000367858.10
2334,1.23241288625904,1.0,1320,ENST00000367858.10
1239,2.6064898274530006,1.0,1049,ENST00000367837.10
1229,0.3311472101705176,1.0,1675,ENST00000367837.10
1228,0.9247987029560985,1.0,2426,ENST00000367837.10
817,2.574184326915802,1.0,1470,ENST00000367837.10
2876,0.6305114638447972,1.0,1145,ENST00000531224.6
2547,3.230129201094994,1.0,1476,ENST00000354570.8
2398,2.6954545454545453,1.0,1031,ENST00000354570.8
2131,2.5127926806615286,1.0,1433,ENST00000354570.8
1529,4.850999258602218,1.0,1413,ENST00000354570.8
290,2.3477941176470587,1.0,1195,ENST00000354570.8
288,1.9876464905575435,1.0,1692,ENST00000354570.8
286,1.1375,1.0,2056,ENST00000354570.8
284,1.1375,1.0,2056,ENST00000354570.8
1465,2.356368263284341,1.0,1342,ENST00000367739.9
363,4.649128122798438,1.0,1107,ENST00000367739.9
1382,2.238704177323103,1.0,2093,ENST00000421351.4
684,1.7292805822948119,1.0,8325,ENST00000421351.4
657,1.6747071858182971,1.0,1361,ENST00000421351.4
639,2.9764475809880118,1.0,1378,ENST00000421351.4
610,0.5301960784313725,1.0,1992,ENST00000421351.4
528,0.5828677839851024,1.0,1653,ENST00000421351.4
477,1.7880790430264968,1.0,3092,ENST00000421351.4
463,1.7195512820512822,1.0,1021,ENST00000421351.4
352,0.7355769230769232,1.0,1576,ENST00000421351.4
351,0.5174405174405174,1.0,1026,ENST00000421351.4
346,2.400091017625221,1.0,3206,ENST00000421351.4
337,1.6912483912483909,1.0,1289,ENST00000421351.4
334,2.927415965276296,1.0,1671,ENST00000421351.4
277,1.707462686567164,1.0,1024,ENST00000421351.4
226,1.5498082407602765,1.0,1371,ENST00000421351.4
2107,3.42152466367713,1.0,1207,ENST00000450536.7
2106,3.42152466367713,1.0,1207,ENST00000450536.7
1079,2.987151082435609,1.0,1242,ENST00000367651.4
1041,2.6325224688538045,1.0,1026,ENST00000367651.4
6472,3.7117661161312943,1.0,1250,ENST00000367603.8
1265,3.545268890401634,1.0,1081,ENST00000002165.11
1264,3.545268890401634,1.0,1081,ENST00000002165.11
702,3.0059947260365774,1.0,1173,ENST00000002165.11
276,1.8755950443276743,1.0,1694,ENST00000002165.11
274,1.0233598361862482,1.0,1434,ENST00000002165.11
576,2.7781193660251953,0.0,1374,ENST00000367569.4
406,1.1711289153997135,0.0,1554,ENST00000367569.4
196,3.2841283882813315,0.0,1713,ENST00000367569.4
195,3.529664560786684,0.0,1550,ENST00000367569.4
181,1.4575551580071653,0.0,1825,ENST00000367569.4
12,0.8738963070693244,0.0,1848,ENST00000367569.4
11,0.7552698928521625,0.0,1373,ENST00000367569.4
10,0.8248037277147422,0.0,2075,ENST00000367569.4
23,0.7910751051835239,0.0,3103,ENST00000403538.1
21,1.2221345335140283,0.0,2605,ENST00000403538.1
5029,3.130518029996809,1.0,1205,ENST00000543571.6
5028,2.1682046526864287,1.0,1897,ENST00000543571.6
3340,5.001524996099397,1.0,1626,ENST00000239367.7
3032,2.166132472076763,1.0,2546,ENST00000239367.7
2763,0.9287379323828536,1.0,2284,ENST00000239367.7
2488,0.4515617926663649,1.0,1360,ENST00000239367.7
2483,1.6730769230769231,1.0,1298,ENST00000239367.7
2448,1.712984377241251,1.0,2972,ENST00000239367.7
2447,1.2988483492522875,1.0,3029,ENST00000239367.7
2324,2.5225,1.0,1807,ENST00000239367.7
2323,2.5225,1.0,1807,ENST00000239367.7
13,1.0555379883289735,0.0,1813,ENST00000440335.1
12,0.7721193665702644,0.0,3856,ENST00000440335.1
11,0.8152101288736652,0.0,6814,ENST00000440335.1
889,4.728812024628756,1.0,1004,ENST00000367241.3
839,0.6661950671664648,1.0,4751,ENST00000367241.3
837,1.3301578822412157,1.0,3797,ENST00000367241.3
831,1.6543329414205683,1.0,1955,ENST00000367241.3
823,1.4379764713435088,1.0,2710,ENST00000367241.3
808,1.87868622249961,1.0,2729,ENST00000367241.3
807,1.878808027079304,1.0,3705,ENST00000367241.3
806,1.5513791404183628,1.0,8921,ENST00000367241.3
798,1.8909574468085104,1.0,1085,ENST00000367241.3
764,2.4835526315789482,1.0,1169,ENST00000367241.3
909,1.8388217522658608,1.0,1647,ENST00000367233.10
903,2.25776397515528,1.0,1208,ENST00000367233.10
894,2.0477967018113,1.0,2126,ENST00000367233.10
893,2.0477967018113,1.0,2126,ENST00000367233.10
877,5.1589487693592,1.0,1359,ENST00000367233.10
277,0.7114094875920237,0.0,9075,ENST00000492974.2
275,1.3882403903731733,0.0,10806,ENST00000492974.2
274,1.3196138157467463,0.0,38173,ENST00000492974.2
273,1.4950847970926713,0.0,13612,ENST00000492974.2
264,1.4447455040554515,0.0,10085,ENST00000492974.2
137,1.1782530005149483,0.0,32357,ENST00000492974.2
131,1.2063543787413418,0.0,18082,ENST00000492974.2
126,1.3292600495829574,0.0,56383,ENST00000492974.2
120,1.4029838907323746,0.0,36765,ENST00000492974.2
118,1.3535686224056087,0.0,57519,ENST00000492974.2
117,1.3232526534542235,0.0,64058,ENST00000492974.2
115,1.2562756297664328,0.0,41606,ENST00000492974.2
109,1.987032206895988,0.0,7171,ENST00000492974.2
102,1.2739426611124725,0.0,7692,ENST00000492974.2
101,0.7219211008138344,0.0,7340,ENST00000492974.2
81,1.7084307552742841,0.0,5099,ENST00000492974.2
65,1.2397866984269872,0.0,17714,ENST00000492974.2
64,1.4746765233054957,0.0,21645,ENST00000492974.2
63,1.4746765233054957,0.0,21645,ENST00000492974.2
2,1.2783906383538228,0.0,4529,ENST00000492974.2
2461,2.423944756861127,1.0,1711,ENST00000607772.6
468,3.0139251691346036,1.0,1044,ENST00000400788.9
502,2.0568663036902604,1.0,1229,ENST00000367089.8
442,0.5055308590923189,1.0,1219,ENST00000367089.8
429,0.5683520599250936,1.0,1139,ENST00000367089.8
79,1.2252786567251064,1.0,1503,ENST00000367089.8
2428,3.530773247508161,1.0,4244,ENST00000337147.11
2427,3.530773247508161,1.0,4244,ENST00000337147.11
2306,1.6017002740111008,1.0,1554,ENST00000337147.11
1151,1.966808717390343,1.0,1654,ENST00000337147.11
1070,3.4214021287003886,1.0,1663,ENST00000337147.11
697,1.9988270804449115,1.0,1293,ENST00000337147.11
690,0.4566384208528356,1.0,1077,ENST00000337147.11
653,2.184270200770334,1.0,1132,ENST00000337147.11
431,1.190786888860662,1.0,1762,ENST00000337147.11
354,1.2724018613530603,1.0,1264,ENST00000337147.11
353,1.2724018613530603,1.0,1264,ENST00000337147.11
127,1.1857195551826007,1.0,1036,ENST00000337147.11
114,0.7733624280015524,1.0,1090,ENST00000337147.11
3577,0.6165266106442577,1.0,1974,ENST00000538183.7
3418,0.5637821729775753,1.0,2397,ENST00000538183.7
3416,0.5637821729775753,1.0,2397,ENST00000538183.7
3346,1.7062073779122755,1.0,1060,ENST00000538183.7
3150,1.675673712500908,1.0,1707,ENST00000538183.7
2835,1.7877781133595083,1.0,1154,ENST00000538183.7
2690,1.9977484472049687,1.0,1595,ENST00000538183.7
2688,2.1421462294245246,1.0,2319,ENST00000538183.7
2687,1.7643910356020582,1.0,1518,ENST00000538183.7
2595,2.25143815915628,1.0,1503,ENST00000538183.7
2565,2.4091778202676863,1.0,1389,ENST00000538183.7
2563,2.4091778202676863,1.0,1389,ENST00000538183.7
2384,1.8693389250268033,1.0,1254,ENST00000538183.7
2383,1.4826260767267099,1.0,1698,ENST00000538183.7
1823,1.8585526315789482,1.0,1156,ENST00000538183.7
1652,15.49158259247064,1.0,6434,ENST00000538183.7
1650,17.001613415608134,1.0,8738,ENST00000538183.7
1649,29.283498855446354,1.0,5331,ENST00000538183.7
1648,27.794731303843626,1.0,3626,ENST00000538183.7
1647,26.857563025210084,1.0,1196,ENST00000538183.7
1645,8.139559585923163,1.0,1030,ENST00000538183.7
1465,1.6391793690180787,1.0,2120,ENST00000538183.7
1459,1.8689909384119183,1.0,1896,ENST00000538183.7
1458,1.9353988134475943,1.0,1714,ENST00000538183.7
1453,1.5270162785471837,1.0,2318,ENST00000538183.7
1422,2.0238999683444128,1.0,1022,ENST00000538183.7
1421,0.4353224834237493,1.0,2044,ENST00000538183.7
1420,0.4353224834237493,1.0,2044,ENST00000538183.7
1088,2.5400613706102964,1.0,1013,ENST00000538183.7
678,1.3640921244530868,1.0,2196,ENST00000538183.7
657,1.6036004932182488,1.0,1875,ENST00000538183.7
654,1.0998731641875226,1.0,4161,ENST00000538183.7
554,0.5176840166820127,1.0,1028,ENST00000538183.7
532,0.4651162790697674,1.0,1543,ENST00000538183.7
436,2.0012051763609198,1.0,3017,ENST00000538183.7
341,1.8694416515674797,1.0,2248,ENST00000538183.7
317,2.3375,1.0,1402,ENST00000538183.7
316,1.3664547351118332,1.0,2054,ENST00000538183.7
307,2.6945454545454544,1.0,1179,ENST00000538183.7
305,1.838545454545455,1.0,1130,ENST00000538183.7
303,1.4792822966507178,1.0,1267,ENST00000538183.7
275,1.5509030370295631,1.0,1390,ENST00000538183.7
233,0.4760466712422786,1.0,1046,ENST00000538183.7
121,1.8569809238542256,1.0,1656,ENST00000538183.7
4,0.914818811570996,1.0,3802,ENST00000452684.2
2,1.008537392101238,1.0,6483,ENST00000452684.2
30,1.9373753774048423,1.0,4532,ENST00000337404.8
28,2.06010863367644,1.0,2108,ENST00000337404.8
13,0.5355114535047024,1.0,3310,ENST00000337404.8
1689,2.1097399332693447,1.0,2609,ENST00000321394.12
1614,1.4999289772727271,1.0,2251,ENST00000321394.12
1461,1.4061804697156983,1.0,2229,ENST00000321394.12
1265,1.637931034482759,1.0,2276,ENST00000321394.12
1146,1.554461942257218,1.0,1790,ENST00000321394.12
965,1.596240529831082,1.0,5388,ENST00000321394.12
934,2.4633853541416566,1.0,2275,ENST00000321394.12
833,1.4104193475008235,1.0,5487,ENST00000321394.12
817,1.5029959204487509,1.0,2273,ENST00000321394.12
807,2.2194264069264067,1.0,1091,ENST00000321394.12
749,1.5886824324324322,1.0,1975,ENST00000321394.12
417,2.200766038940313,1.0,1706,ENST00000321394.12
294,1.8209650582362733,1.0,1454,ENST00000321394.12
109,1.58560794044665,1.0,4991,ENST00000321394.12
107,1.5762074783043134,1.0,5853,ENST00000321394.12
85,1.7305769824128354,1.0,1145,ENST00000321394.12
75,0.4200205699908462,1.0,4179,ENST00000321394.12
74,0.4172165534704563,1.0,3542,ENST00000321394.12
73,0.5061094948426342,1.0,2488,ENST00000321394.12
72,0.4314819462389574,1.0,3878,ENST00000321394.12
15,1.7706499888318068,1.0,1337,ENST00000321394.12
13,1.7706499888318068,1.0,1337,ENST00000321394.12
63,3.886067281073904,1.0,1572,ENST00000546023.1
59,4.6646500556817,1.0,1268,ENST00000546023.1
1511,2.663265306122449,1.0,1222,ENST00000455853.1
1509,2.663265306122449,1.0,1222,ENST00000455853.1
1407,0.8527755430410296,1.0,2861,ENST00000455853.1
1406,0.8527755430410296,1.0,2861,ENST00000455853.1
1405,1.0751191172705816,1.0,3351,ENST00000455853.1
1330,2.9119966791199663,1.0,1046,ENST00000455853.1
980,0.2230521719145024,1.0,1103,ENST00000455853.1
775,0.964292174843364,1.0,2185,ENST00000455853.1
774,1.325752328498929,1.0,1589,ENST00000455853.1
1142,0.5573623415947068,1.0,1190,ENST00000584911.1
216,1.6006777577283813,1.0,3478,ENST00000584911.1
212,1.5431034482758617,1.0,1768,ENST00000584911.1
209,1.219084232196727,1.0,2927,ENST00000584911.1
203,1.5988420906789786,1.0,2377,ENST00000584911.1
201,1.5032165227695953,1.0,1361,ENST00000584911.1
195,1.5532416592170455,1.0,2394,ENST00000584911.1
149,1.4170141577348776,1.0,1748,ENST00000584911.1
115,0.4239852682379461,1.0,1309,ENST00000584911.1
87,1.1879995786983466,1.0,1078,ENST00000584911.1
2321,1.6361730512673909,1.0,1644,ENST00000487841.5
2240,3.937234944868533,1.0,1024,ENST00000487841.5
2226,0.5555304281459493,1.0,2271,ENST00000487841.5
2190,0.4683257918552036,1.0,1061,ENST00000487841.5
309,1.7947598253275112,1.0,1004,ENST00000487841.5
272,0.9852758630546032,1.0,2079,ENST00000487841.5
270,0.5563389923329681,1.0,1565,ENST00000487841.5
27,5.797357855879698,1.0,1520,ENST00000487841.5
25,6.450354181328376,1.0,2088,ENST00000487841.5
2045,0.5298959959464443,1.0,3005,ENST00000339209.9
2044,0.5917318982387475,1.0,1402,ENST00000339209.9
1763,0.2858961577956036,1.0,1175,ENST00000339209.9
2966,2.2632175226586098,1.0,1582,ENST00000612128.1
2814,1.718209655007672,1.0,2210,ENST00000612128.1
2812,2.285981187991238,1.0,1554,ENST00000612128.1
2179,0.6049154334038055,1.0,1289,ENST00000612128.1
1635,1.0447395794372425,1.0,1507,ENST00000612128.1
1135,1.6453473746733511,1.0,2176,ENST00000612128.1
1110,2.123511492661313,1.0,1108,ENST00000612128.1
1108,1.0069471523307956,1.0,1719,ENST00000612128.1
1107,0.4759378552482002,1.0,1081,ENST00000612128.1
676,1.5814565535480358,1.0,3953,ENST00000612128.1
641,2.497090765664702,1.0,2354,ENST00000612128.1
575,2.106847941942631,1.0,3558,ENST00000612128.1
574,1.9541538461538461,1.0,3811,ENST00000612128.1
572,1.3898417795142897,1.0,4176,ENST00000612128.1
453,0.44117647058823534,1.0,1034,ENST00000612128.1
255,2.3246268656716422,1.0,1469,ENST00000612128.1
232,1.5113892647722147,1.0,1768,ENST00000612128.1
182,1.2062131326259595,1.0,1741,ENST00000612128.1
816,0.6568342119708755,1.0,2773,ENST00000262193.7
705,1.6298106369946919,1.0,3227,ENST00000262193.7
677,1.7386565047855371,1.0,1579,ENST00000262193.7
674,1.6438440177290052,1.0,3746,ENST00000262193.7
638,1.438448459625438,1.0,2678,ENST00000262193.7
430,1.5367198335644936,1.0,2371,ENST00000262193.7
183,1.3875567266871611,1.0,2721,ENST00000262193.7
152,1.38783646672635,1.0,3021,ENST00000262193.7
86,0.6631174089068825,1.0,2787,ENST00000262193.7
85,1.8304087338570092,1.0,2310,ENST00000262193.7
37,0.5957625971760673,1.0,2041,ENST00000262193.7
23,1.2692980214001923,1.0,5257,ENST00000262193.7
12,0.9549632568731948,1.0,1920,ENST00000262193.7
11,3.6457885672907695,1.0,1581,ENST00000262193.7
10,0.9549632568731948,1.0,1920,ENST00000262193.7
1365,3.133030502739565,1.0,1433,ENST00000541970.6
1241,1.6592036464441366,1.0,12105,ENST00000541970.6
1240,1.7362742671107512,1.0,7847,ENST00000541970.6
1200,1.4705267605007448,1.0,2325,ENST00000541970.6
1127,2.135584677419355,1.0,1753,ENST00000541970.6
1102,0.4140005468963632,1.0,1232,ENST00000541970.6
1099,1.740139211136891,1.0,1059,ENST00000541970.6
1053,1.992641648270788,1.0,1128,ENST00000541970.6
920,4.394642857142856,1.0,1060,ENST00000541970.6
881,3.4004758128469468,1.0,1384,ENST00000541970.6
879,3.4004758128469468,1.0,1384,ENST00000541970.6
826,1.1753245644815105,1.0,2093,ENST00000541970.6
776,1.5929549902152642,1.0,1323,ENST00000541970.6
755,1.3796126315339017,1.0,1425,ENST00000541970.6
596,0.5856639247943596,1.0,1400,ENST00000541970.6
593,2.4623724489795915,1.0,1018,ENST00000541970.6
562,0.5963480963480964,1.0,1041,ENST00000541970.6
506,2.005089450716263,1.0,1989,ENST00000541970.6
485,2.222923976608187,1.0,1032,ENST00000541970.6
365,0.4264386799259944,1.0,1230,ENST00000541970.6
3541,1.6445940890385335,1.0,1022,ENST00000475971.5
3639,0.4831741081595026,1.0,1170,ENST00000475971.5
237,1.9338540086466551,1.0,1630,ENST00000343242.9
261,1.4112185662091772,1.0,2093,ENST00000343242.9
395,1.7924174174174174,1.0,1015,ENST00000343242.9
418,1.912126325940212,1.0,1033,ENST00000343242.9
765,5.983622169827075,1.0,1172,ENST00000343242.9
766,5.767357219090003,1.0,1323,ENST00000343242.9
777,0.4099749330106319,1.0,1028,ENST00000343242.9
779,0.4099749330106319,1.0,1028,ENST00000343242.9
981,0.9463812492184204,1.0,1184,ENST00000343242.9
1070,2.088823067522542,1.0,1617,ENST00000343242.9
1104,2.44689333986761,1.0,2444,ENST00000343242.9
1430,3.0974294699721034,1.0,2111,ENST00000343242.9
1706,5.649038461538463,1.0,1364,ENST00000343242.9
1707,4.466284430438843,1.0,2448,ENST00000343242.9
1708,4.859885357781455,1.0,2708,ENST00000343242.9
1734,8.482941801632723,1.0,3307,ENST00000343242.9
1735,5.9468775107628495,1.0,3786,ENST00000343242.9
1736,6.523946261301041,1.0,5246,ENST00000343242.9
1737,6.284287922791387,1.0,3421,ENST00000343242.9
1748,5.805812691681571,1.0,3823,ENST00000343242.9
1749,5.3633040994985475,1.0,5016,ENST00000343242.9
1750,5.3633040994985475,1.0,5016,ENST00000343242.9
1808,4.579486341788807,1.0,2321,ENST00000343242.9
1811,3.8610959541879515,1.0,1182,ENST00000343242.9
1817,15.454253035138695,1.0,1557,ENST00000343242.9
1926,60.88385269121813,1.0,1147,ENST00000343242.9
1927,18.870268528398427,1.0,4304,ENST00000343242.9
1928,18.23077119184259,1.0,4602,ENST00000343242.9
1929,17.464905423032768,1.0,4274,ENST00000343242.9
2031,2.733882383219663,1.0,1014,ENST00000343242.9
2032,2.733882383219663,1.0,1014,ENST00000343242.9
2318,1.115423205584973,1.0,1171,ENST00000343242.9
2384,1.508054816875661,1.0,1490,ENST00000343242.9
2401,0.6502590673575129,1.0,1330,ENST00000343242.9
2410,2.4407252440725244,1.0,1036,ENST00000343242.9
2456,0.6122943595769682,1.0,1384,ENST00000343242.9
2508,1.7836317135549873,1.0,1023,ENST00000343242.9
2523,1.9532854209445587,1.0,1246,ENST00000343242.9
2774,1.187552562050728,1.0,1169,ENST00000343242.9
2845,1.96317594834544,1.0,1141,ENST00000343242.9
2942,3.178751387800329,1.0,2568,ENST00000343242.9
2957,1.3318412908930153,1.0,2178,ENST00000343242.9
3021,1.9320746527777781,1.0,2685,ENST00000343242.9
3022,1.9320746527777781,1.0,2685,ENST00000343242.9
3131,0.437061521856449,1.0,1023,ENST00000343242.9
3158,2.4092008513931886,1.0,1921,ENST00000343242.9
3159,2.4092008513931886,1.0,1921,ENST00000343242.9
3166,1.9166666666666667,1.0,1496,ENST00000343242.9
3170,2.227122109055521,1.0,4452,ENST00000343242.9
3171,2.0222416890617807,1.0,3247,ENST00000343242.9
3175,1.9963031423290205,1.0,1367,ENST00000343242.9
3177,2.0695464482486647,1.0,3183,ENST00000343242.9
3178,1.5920956804609234,1.0,1651,ENST00000343242.9
3185,1.4212373758108217,1.0,2693,ENST00000343242.9
485,3.635061737350088,1.0,1016,ENST00000360876.9
569,3.5154166666666664,1.0,1047,ENST00000360876.9
616,2.7269273266711105,1.0,1517,ENST00000360876.9
627,1.7769230769230768,1.0,1013,ENST00000360876.9
696,1.995187870797627,1.0,1880,ENST00000360876.9
697,1.995187870797627,1.0,1880,ENST00000360876.9
699,2.0812007342619587,1.0,1277,ENST00000360876.9
789,2.104715750232992,1.0,2036,ENST00000360876.9
790,1.8822432587492828,1.0,2021,ENST00000360876.9
791,1.993890779740368,1.0,4057,ENST00000360876.9
836,1.856890012642225,1.0,2285,ENST00000360876.9
837,2.04342676211603,1.0,3298,ENST00000360876.9
863,1.7881944444444446,1.0,1048,ENST00000360876.9
941,1.84234275782798,1.0,2835,ENST00000360876.9
994,1.5401388888888892,1.0,1526,ENST00000360876.9
1065,0.4854043640323323,1.0,1976,ENST00000360876.9
1415,1.95984826723964,1.0,2051,ENST00000360876.9
1416,2.158830275229358,1.0,1187,ENST00000360876.9
1422,2.516997907949791,1.0,1246,ENST00000360876.9
1727,2.1483235531590963,1.0,2245,ENST00000360876.9
