transcript,position,rsr,total_reads
ENST00000380527.3,1125,2.4588178294573644,1094
ENST00000497974.1,713,0.7613814756671898,1078
ENST00000497974.1,714,0.7017357004363165,1764
ENST00000497974.1,715,0.7613814756671898,1078
ENST00000309951.8,1202,2.868304053423476,1027
ENST00000330899.5,2,0.8571832945633656,1460
ENST00000330899.5,12,1.8312585499316003,1081
ENST00000330899.5,125,3.225253807106599,1174
ENST00000330899.5,132,0.6132404181184669,1168
ENST00000330899.5,135,1.377514544563042,5216
ENST00000330899.5,383,1.4516624040920716,1563
ENST00000330899.5,441,2.150901756372837,1777
ENST00000330899.5,449,1.6222222222222222,1296
ENST00000330899.5,509,0.499898805909735,2110
ENST00000330899.5,551,1.6437643849206969,3119
ENST00000330899.5,677,0.7218263711034351,5172
ENST00000330899.5,689,1.5789473684210529,1604
ENST00000330899.5,694,1.5807741853240114,6624
ENST00000330899.5,697,1.6863636363636365,4451
ENST00000330899.5,700,1.6379171151776106,2666
ENST00000330899.5,718,1.644478266628854,12246
ENST00000330899.5,719,1.644478266628854,12246
ENST00000330899.5,744,1.4581135368937148,4214
ENST00000330899.5,766,1.552535508805405,10942
ENST00000330899.5,767,1.552535508805405,10942
ENST00000330899.5,770,1.4268763301405063,24541
ENST00000330899.5,771,1.382839886067751,36441
ENST00000330899.5,786,1.1307199928451654,28382
ENST00000330899.5,804,1.6696182841892733,21694
ENST00000330899.5,806,1.6696182841892733,21694
ENST00000330899.5,809,1.2692877759839227,110214
ENST00000330899.5,810,1.292912653664494,104961
ENST00000330899.5,1066,1.9787696257529377,1222
ENST00000330899.5,1067,1.6144004314736022,2065
ENST00000330899.5,1079,1.799270072992701,1260
ENST00000330899.5,1100,1.5920257039491992,2150
ENST00000330899.5,1129,1.6452944748026712,1405
ENST00000330899.5,1324,2.275051124744376,1540
ENST00000419016.6,161,1.5975750037358438,1056
ENST00000223500.9,53,0.5200337015540162,1872
ENST00000223500.9,54,0.5200337015540162,1872
ENST00000223500.9,101,1.968467916183564,2591
ENST00000223500.9,102,0.4632602726976592,1644
ENST00000223500.9,105,1.3943774863710034,3190
ENST00000223500.9,177,1.9376778937381405,1339
ENST00000223500.9,178,1.9376778937381405,1339
ENST00000487080.1,450,1.1924905603696088,1939
ENST00000487080.1,457,2.4420207956600364,1248
ENST00000318524.6,2838,6.918641603139558,3628
ENST00000318524.6,2839,6.2056718950949605,3724
ENST00000318524.6,2840,6.2236672097002685,3419
ENST00000318524.6,2843,0.1752074401082139,1316
ENST00000318524.6,2879,0.25833333333333336,2310
ENST00000318524.6,2881,0.25833333333333336,2310
ENST00000435128.2,13,2.4647887323943656,1402
ENST00000435128.2,44,1.401307638092239,8959
ENST00000435128.2,90,1.597310490927512,2493
ENST00000435128.2,91,1.597310490927512,2493
ENST00000435128.2,118,1.4397198152601236,3232
ENST00000435128.2,120,2.6747909199522097,1800
ENST00000435128.2,121,2.3265073542505075,2772
ENST00000435128.2,123,1.9532275449940169,3463
ENST00000435128.2,124,1.5350785568176872,2328
ENST00000435128.2,127,2.316753926701571,1102
ENST00000435128.2,138,0.6465105705842238,2242
ENST00000435128.2,227,1.0564360656028366,5492
ENST00000435128.2,228,1.1422297446789682,4556
ENST00000435128.2,229,1.1422297446789682,4556
ENST00000435128.2,237,0.9605771857923496,4407
ENST00000435128.2,238,0.9605771857923496,4407
ENST00000435128.2,340,2.5,1537
ENST00000435128.2,349,1.449010654490107,2183
ENST00000435128.2,351,2.097286197902214,1148
ENST00000435128.2,381,1.0505154992704009,3153
ENST00000435128.2,382,0.653198596396518,2059
ENST00000435128.2,390,1.8079351143442453,5690
ENST00000435128.2,391,1.7049547181404594,7840
ENST00000435128.2,492,1.6818011257035643,2888
ENST00000435128.2,577,0.5835722891304199,1542
ENST00000435128.2,581,2.4055522717406355,1554
ENST00000435128.2,610,3.010878010878011,1086
ENST00000435128.2,616,3.0200803212851413,1566
ENST00000435128.2,630,4.6968079539508105,1914
ENST00000435128.2,631,4.6968079539508105,1914
ENST00000435128.2,637,1.5490073889432918,1201
ENST00000435128.2,645,1.9085285019885108,3163
ENST00000435128.2,646,1.7529174693244354,8467
ENST00000435128.2,648,1.767733774447796,3396
ENST00000435128.2,651,2.208949704142012,1916
ENST00000435128.2,676,1.1220929932014023,12561
ENST00000435128.2,827,0.5178205454050182,2021
ENST00000435128.2,829,0.5651827956989247,1139
ENST00000435128.2,830,1.0142857142857142,2758
ENST00000435128.2,832,0.8826283752146089,4396
ENST00000435128.2,833,1.0384295428240742,3187
ENST00000435128.2,946,1.6630162703379223,1813
ENST00000435128.2,947,1.2720410405018825,2504
ENST00000435128.2,949,0.9731978507336438,5421
ENST00000435128.2,951,1.1021641792791084,6672
ENST00000297661.9,268,2.2516325691328065,1028
ENST00000297661.9,639,0.8145662847790507,1179
ENST00000297661.9,640,1.2816681243985089,1649
ENST00000297661.9,646,2.9618906669133285,1348
ENST00000297661.9,647,2.9618906669133285,1348
ENST00000297661.9,653,2.166382568179422,1591
ENST00000297661.9,661,1.675943698016635,1195
ENST00000297661.9,666,1.651127819548872,1022
ENST00000297661.9,672,1.4280239153763603,1266
ENST00000297661.9,685,1.855593852471897,3625
ENST00000297661.9,687,1.7271789473684207,5677
ENST00000297661.9,689,1.6057096181961352,8588
ENST00000297661.9,690,1.5919413344998203,6573
ENST00000297661.9,692,1.5190088353657158,9939
ENST00000297661.9,693,1.4920510815741463,4846
ENST00000297661.9,1889,6.474327833928784,1597
ENST00000297661.9,1890,7.1817713919342605,2546
ENST00000297661.9,1891,5.970646790240566,1678
ENST00000297661.9,1901,9.81758750667944,1102
ENST00000297661.9,2066,8.565725783353384,1058
ENST00000297661.9,2080,34.81351377195967,2489
ENST00000297661.9,2081,34.81351377195967,2489
ENST00000297661.9,2120,0.13966735796089652,1112
ENST00000297661.9,2151,0.2935120082794715,1185
ENST00000297661.9,2557,1.8885448916408667,1045
ENST00000433436.6,421,1.2876937677950018,1179
ENST00000433436.6,422,1.2876937677950018,1179
ENST00000433436.6,423,1.2876937677950018,1179
ENST00000433436.6,425,2.4033616321432034,2330
ENST00000433436.6,426,2.7908882333661094,1986
ENST00000433436.6,427,2.7908882333661094,1986
ENST00000433436.6,470,1.4939000547430985,1520
ENST00000433436.6,550,1.47970690937055,4274
ENST00000433436.6,797,2.4118260512275795,2380
ENST00000433436.6,947,1.58974358974359,1303
ENST00000433436.6,948,1.9524127017470037,2230
ENST00000433436.6,1159,31.528089887640448,2495
ENST00000433436.6,1160,31.528089887640448,2495
ENST00000298048.7,1843,3.5174086363022705,1089
ENST00000298048.7,1899,1.0058913934426228,1179
ENST00000298048.7,1900,1.0058913934426228,1179
ENST00000625445.1,4300,1.3276667922862848,1533
ENST00000534928.5,374,3.158776595744681,1016
ENST00000534928.5,375,3.5417672743369955,1004
ENST00000534928.5,479,3.977609851665268,1041
ENST00000534928.5,482,4.443207126948776,1112
ENST00000318158.11,569,0.7389181800429603,1083
ENST00000318158.11,572,1.3245265363914642,1413
ENST00000318158.11,680,2.2769696250806346,1628
ENST00000318158.11,682,0.4916883116883117,1179
ENST00000446071.1,264,0.4403225806451613,1069
ENST00000446071.1,266,0.4111909337756631,3335
ENST00000446071.1,279,1.4404674717569146,2055
ENST00000446071.1,283,1.0359610374900894,2642
ENST00000446071.1,285,1.2316963315006368,4117
ENST00000446071.1,286,1.0662521962427356,2848
ENST00000446071.1,295,1.3517781629961598,20205
ENST00000446071.1,296,1.3517781629961598,20205
ENST00000446071.1,297,1.2711006558311948,10490
ENST00000446071.1,299,1.2891499197804015,20876
ENST00000446071.1,300,1.221566310002945,11665
ENST00000446071.1,303,1.401845238095238,7080
ENST00000446071.1,308,1.3938120080578194,5136
ENST00000361138.7,2672,2.2487046632124352,1507
ENST00000361138.7,2673,2.2487046632124352,1507
ENST00000358399.8,274,1.3448263898747301,1919
ENST00000358399.8,463,1.5244667503136764,1740
ENST00000358399.8,548,2.0112244897959184,1804
ENST00000358399.8,848,1.6583835650141467,1774
ENST00000358399.8,859,1.5651239750082886,4682
ENST00000358399.8,871,0.9861913937058444,3879
ENST00000358399.8,872,0.6070065239317222,2250
ENST00000358399.8,873,0.9861913937058444,3879
ENST00000358399.8,893,1.782803672316384,6312
ENST00000358399.8,1050,2.3281355932203387,1194
ENST00000358399.8,1145,0.6009428161508505,1207
ENST00000358399.8,1273,0.388676844783715,1002
ENST00000358399.8,1315,1.921507064364208,1417
ENST00000358399.8,1351,0.546204122674711,1187
ENST00000358399.8,1880,1.8718502519798412,1161
ENST00000358399.8,2124,0.5246458087367178,1404
ENST00000358399.8,2414,2.4783362218370883,1290
ENST00000358399.8,2449,0.6278039420896564,1453
ENST00000358399.8,2683,0.39675421365076585,1527
ENST00000358399.8,2693,2.632601880877743,1624
ENST00000358399.8,2974,1.8013204141730788,1649
ENST00000358399.8,3034,1.5684463562753037,1957
ENST00000358399.8,3749,1.8788856226399009,1868
ENST00000358399.8,3754,1.5371332757058502,2692
ENST00000358399.8,3755,1.5874240583377033,3421
ENST00000358399.8,4045,1.804839391377853,1625
ENST00000358399.8,4211,1.5153719008264463,1367
ENST00000358399.8,4363,2.3858741049006915,2307
ENST00000358399.8,4415,1.5272240170199354,1565
ENST00000376911.1,878,1.440858769216978,3221
ENST00000376911.1,880,0.7358149348202848,2547
ENST00000495713.5,7,1.6137909428453516,8598
ENST00000495713.5,18,1.3433267587113742,4190
ENST00000495713.5,251,1.4025604551920343,4606
ENST00000346234.7,505,4.370826913199794,1092
ENST00000346234.7,778,3.2858412698412702,1050
ENST00000346234.7,848,0.367155357451119,1130
ENST00000418694.1,116,1.484088922033597,1936
ENST00000418694.1,117,1.2617260312001988,3437
ENST00000418694.1,119,0.880217897677115,3075
ENST00000418694.1,121,0.5175046823224321,1527
ENST00000418694.1,135,0.625,1205
ENST00000418694.1,140,1.5248447204968945,1716
ENST00000418694.1,141,1.96676915936648,2879
ENST00000418694.1,142,0.5537836147592246,1266
ENST00000418694.1,143,1.6166437297972691,8785
ENST00000418694.1,144,1.47813946520309,9772
ENST00000418694.1,146,1.365071475906466,4536
ENST00000376588.4,110,1.1017162676708916,2054
ENST00000376588.4,156,0.6208649454392572,1783
ENST00000376588.4,211,1.5820504421880115,2138
ENST00000376588.4,330,1.7210676066539532,3758
ENST00000401543.2,97,0.9260247498497804,3484
ENST00000401543.2,98,0.8854743762152644,4133
ENST00000401543.2,99,0.8697529488215153,4877
ENST00000401543.2,100,0.7290128520645337,1393
ENST00000401543.2,106,1.8892334605597965,1817
ENST00000401543.2,108,1.73852957435047,1341
ENST00000401543.2,109,0.9560316939378308,2819
ENST00000401543.2,111,0.7093639850760283,12961
ENST00000401543.2,113,0.6701852775415709,13364
ENST00000401543.2,126,1.7049971607041452,2373
ENST00000343150.10,66,1.904985153930301,2242
ENST00000343150.10,113,0.6437492302007636,4292
ENST00000343150.10,114,0.6437492302007636,4292
ENST00000343150.10,209,16.605519772809892,1402
ENST00000343150.10,282,2.0060903149138443,1289
ENST00000343150.10,284,0.6619718309859155,1720
ENST00000343150.10,285,1.74,1489
ENST00000343150.10,286,0.5829210134128167,3248
ENST00000343150.10,287,1.4646367986080906,1938
ENST00000343150.10,291,1.6952133724738592,1950
ENST00000343150.10,298,1.4784470848300637,2174
ENST00000343150.10,546,1.4225431996067608,2443
ENST00000343150.10,547,1.7893940974032747,1997
ENST00000343150.10,564,1.8938211628966144,2162
ENST00000343150.10,708,1.3162790355669611,3258
ENST00000343150.10,768,1.4222461114657172,3648
ENST00000343150.10,780,1.4741379310344829,2728
ENST00000343150.10,812,1.1828095830794485,8131
ENST00000343150.10,923,1.4291387959866215,2095
ENST00000343150.10,1079,0.7091424576666149,4849
ENST00000343150.10,1200,1.511232076473712,2940
ENST00000343150.10,1244,0.7643835616438356,3909
ENST00000343150.10,1403,1.255124884772398,4893
ENST00000314355.7,37,1.6426055121917522,1045
ENST00000314355.7,38,1.5015074579498568,1303
ENST00000314355.7,69,1.2871275331065446,3962
ENST00000314355.7,70,1.6752732429441062,2437
ENST00000314355.7,75,1.5126362735381569,2450
ENST00000314355.7,95,1.4322916666666663,2536
ENST00000314355.7,111,1.5901169480533066,2261
ENST00000314355.7,117,0.7810011428571428,3105
ENST00000314355.7,292,0.7009894646924829,4178
ENST00000314355.7,483,1.5253979797979798,4649
ENST00000375587.8,534,1.4233923931202108,1981
ENST00000277165.11,1662,3.619670987443511,1131
ENST00000277165.11,3134,5.1867548308254285,1107
ENST00000277165.11,3135,4.297196585104284,1621
ENST00000277165.11,3628,2.3885017421602788,1486
ENST00000277165.11,3629,2.3885017421602788,1486
ENST00000277165.11,3648,2.204723199511025,1448
ENST00000277165.11,3993,2.5378670734596187,1168
ENST00000375344.8,2263,1.7842723004694838,1115
ENST00000375344.8,2271,2.081246546007184,1012
ENST00000432132.2,143,0.8189749603016646,1657
ENST00000432132.2,145,0.7284148614021417,3165
ENST00000432132.2,146,0.5788594523876273,1629
ENST00000432132.2,494,2.8142183787152817,1194
ENST00000432132.2,523,0.5655818323277697,1735
ENST00000432132.2,524,1.075098348202348,2718
ENST00000432132.2,591,1.8767283938978847,1578
ENST00000432132.2,594,1.9701986754966891,1046
ENST00000432132.2,595,0.5305839683768695,1112
ENST00000432132.2,602,1.9096869517037585,1387
ENST00000432132.2,603,0.5620254766491285,3950
ENST00000432132.2,604,0.5547953000441616,4309
ENST00000432132.2,605,1.6630434782608694,1708
ENST00000432132.2,609,2.155602785431575,3868
ENST00000432132.2,612,1.2383168585957027,6893
ENST00000432132.2,614,1.2918425867021108,9915
ENST00000432132.2,615,0.9681230462996594,7182
ENST00000432132.2,616,1.1255568669593286,11380
ENST00000432132.2,617,1.1694041832593314,9710
ENST00000432132.2,618,1.190355128721487,15242
ENST00000432132.2,1752,1.212699915824916,1351
ENST00000432132.2,1753,1.212699915824916,1351
ENST00000432132.2,1754,1.212699915824916,1351
ENST00000432132.2,1763,1.985221674876848,1033
ENST00000375147.8,1938,1.3490616223018597,1047
ENST00000339399.5,237,1.0102795486240859,1940
ENST00000339399.5,421,2.206368399838775,2389
ENST00000339399.5,423,2.1101565388875505,3378
ENST00000339399.5,433,1.7313432835820894,1462
ENST00000339399.5,437,1.98665130776528,1637
ENST00000339399.5,438,1.8775907636667133,1345
ENST00000339399.5,444,1.578713788817138,2967
ENST00000339399.5,467,1.875448028673835,1708
ENST00000339399.5,545,0.4613636363636364,1047
ENST00000339399.5,546,1.7007451048345177,1151
ENST00000339399.5,550,1.96222028480093,1307
ENST00000339399.5,688,1.557802948579648,2258
ENST00000339399.5,747,2.1807214682577607,2635
ENST00000339399.5,910,2.1068897637795274,1606
ENST00000339399.5,940,1.7853392144507458,1369
ENST00000339399.5,1095,2.217679348854817,1393
ENST00000339399.5,1096,2.094761481950129,2312
ENST00000339399.5,1102,0.49912022150054997,2702
ENST00000339399.5,1103,0.5825633105477976,2499
ENST00000339399.5,1107,1.9143013848896202,1034
ENST00000339399.5,1108,2.070539754363284,1065
ENST00000339399.5,1153,1.7096836810270943,3513
ENST00000339399.5,1159,1.4904589371980677,1522
ENST00000210444.6,121,34.00825682308,3264
ENST00000210444.6,122,34.00825682308,3264
ENST00000210444.6,219,3.0756338054832573,1108
ENST00000210444.6,249,0.373724413677866,2790
ENST00000210444.6,251,0.373724413677866,2790
ENST00000210444.6,253,1.8728657735749927,1041
ENST00000210444.6,255,2.0258930458676807,1157
ENST00000210444.6,262,1.770438373777081,3003
ENST00000210444.6,399,1.468761285662694,1088
ENST00000210444.6,430,0.6840986394557822,2615
ENST00000210444.6,432,1.8793053545586105,1746
ENST00000210444.6,433,0.6367048501096758,2983
ENST00000210444.6,505,1.5575981758734103,18057
ENST00000210444.6,506,1.4734399346330709,11264
ENST00000210444.6,507,1.3617164726952078,23414
ENST00000210444.6,537,1.8941012171260243,11564
ENST00000210444.6,543,1.042744909761797,15197
ENST00000210444.6,728,2.4119421564706083,1077
ENST00000210444.6,789,1.1435350503852244,1520
ENST00000210444.6,791,0.3740558686008872,1061
ENST00000375001.8,1315,2.1800636034652925,1963
ENST00000375001.8,1316,2.452107279693487,2694
ENST00000375001.8,1317,1.8798379114858577,4323
ENST00000375001.8,1318,1.7920300685377095,3783
ENST00000375001.8,1319,0.7541488625473287,2469
ENST00000374994.9,4842,2.644147089083668,1627
ENST00000374994.9,4847,1.6680221811460254,1385
ENST00000374994.9,4849,2.0839250213007667,1088
ENST00000481573.1,10,1.7965473145780049,1058
ENST00000374692.8,1042,2.142026752820061,1142
ENST00000374692.8,1158,3.1370843020081853,1258
ENST00000358015.8,348,2.3546099290780145,1168
ENST00000358015.8,350,2.2358337631714686,1805
ENST00000358015.8,351,2.1604230282267074,1245
ENST00000358015.8,369,2.0274509803921568,1072
ENST00000457811.1,38,0.4407018431986071,1846
ENST00000457811.1,57,2.215686274509804,1203
ENST00000457811.1,83,1.6178897090751196,1691
ENST00000457811.1,91,0.5952301811533987,1299
ENST00000374525.5,3749,3.685855630009529,1267
ENST00000374525.5,3771,0.4261806981519508,1078
ENST00000374525.5,3773,0.4577141763093113,1642
ENST00000374525.5,3806,0.4695924332737477,1685
ENST00000374525.5,3816,2.005265671913384,3295
ENST00000374525.5,3817,2.005265671913384,3295
ENST00000374525.5,3818,2.005265671913384,3295
ENST00000374293.5,408,2.0819112627986347,1499
ENST00000374293.5,410,1.9282892042794468,2606
ENST00000374293.5,635,1.6029038112522684,1396
ENST00000374293.5,1044,1.5993055555555549,1660
ENST00000374279.4,440,3.851658767772512,1022
ENST00000374279.4,594,2.888675623800384,1164
ENST00000374279.4,1763,1.8159454691773629,1546
ENST00000374279.4,1813,1.776883564098528,2999
ENST00000374279.4,1885,1.5386467976217355,1692
ENST00000374279.4,1886,1.4137473460721868,1230
ENST00000374279.4,2460,9.281876955837015,5059
ENST00000374279.4,2461,9.281876955837015,5059
ENST00000374279.4,2465,0.6216216216216215,1409
ENST00000374279.4,2799,1.0005757052389177,1209
ENST00000374279.4,2801,1.0005757052389177,1209
ENST00000374279.4,3332,1.79771144278607,1023
ENST00000374279.4,3357,1.593323216995448,1665
ENST00000374279.4,3639,1.7713414634146345,1249
ENST00000398805.8,2126,0.8845314953760252,1270
ENST00000398805.8,2127,0.8845314953760252,1270
ENST00000398805.8,2149,0.5937744794887652,1526
ENST00000398805.8,2150,0.5937744794887652,1526
ENST00000374050.4,34,1.4355914050428022,1097
ENST00000374050.4,55,0.6104804075087912,3208
ENST00000677543.1,684,1.3428714859437751,1898
ENST00000677543.1,685,1.3428714859437751,1898
ENST00000677543.1,686,1.459971881736339,2632
ENST00000677543.1,732,2.5204328306665134,1264
ENST00000677543.1,869,0.6120326813567715,1193
ENST00000677543.1,933,0.6091081593927894,1674
ENST00000677543.1,1006,1.8712493180578291,1589
ENST00000677543.1,1008,1.9905876951331496,1149
ENST00000677543.1,1074,1.9051948051948049,1112
ENST00000677543.1,1079,3.4413273001508298,1221
ENST00000677543.1,1278,1.9723752786674629,1347
ENST00000677543.1,1368,1.5973936108868647,1325
ENST00000677543.1,1379,1.735046521931768,2098
ENST00000677543.1,1446,0.4358182358182359,1146
ENST00000373806.1,123,1.4639782326185833,1217
ENST00000373806.1,124,1.26811244393624,2324
ENST00000489572.5,395,2.6356600502522864,1219
ENST00000489572.5,432,1.3181163440724628,1244
ENST00000489572.5,984,1.9622618190692824,1135
ENST00000489572.5,985,3.6351861417729183,1129
ENST00000373600.7,551,0.6463514519731944,1036
ENST00000373600.7,552,0.6512768197972884,1159
ENST00000259477.6,330,2.7956290194522206,1313
ENST00000259477.6,448,1.63421167989869,1116
ENST00000259477.6,634,2.179190751445087,1258
ENST00000259477.6,705,1.8563535911602207,1004
ENST00000259477.6,739,0.4448717948717949,1082
ENST00000259477.6,741,2.6733067729083664,1171
ENST00000259477.6,855,5.158224514734653,2290
ENST00000259477.6,879,2.9736093197623648,1463
ENST00000373464.5,1348,2.7945674044265596,1226
ENST00000373464.5,1350,2.1824732001640204,1921
ENST00000373464.5,1352,2.0861023796851934,2391
ENST00000373464.5,1353,1.603775425763089,1940
ENST00000373302.8,52,2.5972222222222223,1013
ENST00000373302.8,53,3.0805597579425115,1564
ENST00000373302.8,55,2.6085597029509486,1669
ENST00000373302.8,56,2.709946396664681,1146
ENST00000373247.7,658,1.5082051692435785,1518
ENST00000373247.7,659,1.0701941747572816,1268
ENST00000373247.7,660,0.8350744139413615,1279
ENST00000372994.2,142,0.739139533786946,1430
ENST00000372994.2,201,3.198489140388028,1212
ENST00000608796.6,812,15.778104735576992,1899
ENST00000608796.6,813,14.3604413830074,2207
ENST00000372850.5,8,0.43174361260338,1396
ENST00000372850.5,10,0.4935540107182058,1114
ENST00000372850.5,2762,3.6855344500060183,3233
ENST00000372850.5,2763,3.6855344500060183,3233
ENST00000372731.8,5316,0.478448275862069,1054
ENST00000372731.8,5343,3.2099654377880187,1237
ENST00000372731.8,5344,3.2099654377880187,1237
ENST00000372731.8,5345,3.2099654377880187,1237
ENST00000322030.13,379,0.2455610241199149,1494
ENST00000322030.13,386,0.5858455168844611,1088
ENST00000322030.13,388,0.5858455168844611,1088
ENST00000322030.13,389,0.5491861288039632,1245
ENST00000322030.13,400,1.8780176086339109,1076
ENST00000322030.13,835,1.8067924528301889,2020
ENST00000322030.13,951,2.034763313609468,1487
ENST00000322030.13,1061,1.9803206997084548,2460
ENST00000322030.13,1062,1.9803206997084548,2460
ENST00000322030.13,1175,5.320715755927579,3483
ENST00000322030.13,1182,2.1690053561152682,3287
ENST00000322030.13,1184,1.9438662950146364,6140
ENST00000322030.13,1185,1.9584658187599362,3416
ENST00000322030.13,1197,2.162857142857143,1245
ENST00000322030.13,1283,1.4686468646864683,1070
ENST00000322030.13,1284,1.4686468646864683,1070
ENST00000322030.13,1301,2.3484364970252067,1776
ENST00000322030.13,1304,1.9128154140316689,1818
ENST00000322030.13,1310,1.6500642785342032,3768
ENST00000322030.13,1312,1.5455488652153777,3062
ENST00000322030.13,1326,1.966842686970404,1049
ENST00000322030.13,1458,0.4886586890516164,1191
ENST00000322030.13,1462,1.8428571428571427,1391
ENST00000322030.13,1734,5.283422459893049,1173
ENST00000322030.13,1737,8.061749955558376,1965
ENST00000322030.13,1746,48.627827827827815,2339
ENST00000322030.13,1747,34.52944695096687,10540
ENST00000322030.13,1748,33.92298931909068,15832
ENST00000322030.13,1749,32.78087916432603,14789
ENST00000322030.13,1750,29.766658564533486,4356
ENST00000322030.13,1757,9.506682252698782,12355
ENST00000322030.13,1758,9.506682252698782,12355
ENST00000322030.13,1802,0.5919025073581429,10002
ENST00000322030.13,1944,1.5049180327868854,1730
ENST00000322030.13,2169,1.920560348509439,1310
ENST00000322030.13,2222,1.5555059272314642,1358
ENST00000322030.13,2384,0.5307807807807807,1209
ENST00000322030.13,2426,1.533693369380685,2068
ENST00000322030.13,2443,1.7757847533632287,1005
ENST00000322030.13,2493,0.5086659663865546,1042
ENST00000322030.13,2509,1.6755219985085756,1164
ENST00000322030.13,2642,1.823104265402844,1089
ENST00000322030.13,2820,1.7271138593897029,1393
ENST00000372642.5,843,2.3453461198366248,1016
ENST00000372600.9,2189,1.5672235481304695,1205
ENST00000372600.9,2202,1.137216137993616,2480
ENST00000372577.2,490,0.5885405482358926,1574
ENST00000372577.2,498,1.73133296460177,2220
ENST00000372577.2,499,1.73133296460177,2220
ENST00000372577.2,503,3.0188679245283017,1228
ENST00000372577.2,507,2.421507802218462,1325
ENST00000372577.2,510,1.953528930503583,5507
ENST00000372577.2,681,0.3555254237288135,1372
ENST00000372577.2,682,1.0150322310556503,2433
ENST00000372577.2,690,0.7160373093375149,3144
ENST00000372577.2,691,0.7160373093375149,3144
ENST00000372577.2,735,1.7373029772329247,1654
ENST00000372577.2,739,1.615272556390977,1487
ENST00000372577.2,756,1.7072217881459983,2195
ENST00000372577.2,767,1.7539693632246882,3279
ENST00000372577.2,768,1.7648845244589924,2759
ENST00000372577.2,1453,4.291548338378503,1092
ENST00000372577.2,3056,3.136518859848494,1073
ENST00000372577.2,3322,3.653575284290397,1131
ENST00000372577.2,3697,0.9563117923062702,1032
ENST00000358994.9,174,4.8590715724765765,1017
ENST00000358994.9,881,2.496949213388116,1214
ENST00000358994.9,963,5.050045495905368,1135
ENST00000358994.9,965,5.050045495905368,1135
ENST00000358994.9,987,0.9436019577826186,1370
ENST00000358994.9,1068,1.9880920800542337,1737
ENST00000358994.9,1069,1.9880920800542337,1737
ENST00000358994.9,1093,0.6694860117111255,1663
ENST00000358994.9,1094,0.6569599711503786,1603
ENST00000358994.9,1318,3.791699526065836,2348
ENST00000358994.9,1319,4.180614225368194,1536
ENST00000358994.9,1320,3.727876091866593,2439
ENST00000358994.9,1324,12.01119722449076,3191
ENST00000358994.9,1325,12.01119722449076,3191
ENST00000358994.9,1333,7.050855736099485,5070
ENST00000358994.9,1334,7.050855736099485,5070
ENST00000358994.9,1335,7.559038958749587,4196
ENST00000358994.9,1342,0.33093527244357224,1620
ENST00000358994.9,1343,0.9272679097845121,1513
ENST00000358994.9,1368,1.6556055942177874,1948
ENST00000358994.9,1370,1.107981220657277,1345
ENST00000358994.9,1462,2.6758620689655173,1015
ENST00000358994.9,1463,2.6758620689655173,1015
ENST00000358994.9,1735,14.483628010250568,1397
ENST00000358994.9,1740,7.350822005293381,1314
ENST00000358994.9,1815,1.0585403265597395,1124
ENST00000358994.9,2012,3.514344262295082,1515
ENST00000358994.9,2013,3.514344262295082,1515
ENST00000358994.9,2014,3.514344262295082,1515
ENST00000358994.9,2028,12.587921661707687,3941
ENST00000358994.9,2029,12.587921661707687,3941
ENST00000358994.9,2030,14.390516039051606,1213
ENST00000358994.9,2036,14.00015505113829,4615
ENST00000358994.9,2037,14.00015505113829,4615
ENST00000419300.3,101,2.8245666483457046,1118
ENST00000372406.5,4990,1.151519933371656,2478
ENST00000372406.5,4994,1.846503367746603,2176
ENST00000372406.5,4999,2.8333992876929166,1075
ENST00000372406.5,5960,1.5225609946405294,1174
ENST00000372406.5,5962,0.8403483634067509,1183
ENST00000372398.6,414,0.5879125131276545,1201
ENST00000372398.6,1096,2.608962553713935,1291
ENST00000372398.6,1098,2.9639553502985043,2175
ENST00000372398.6,1330,5.643620273578142,1255
ENST00000372398.6,1331,4.910561400885504,1601
ENST00000372398.6,1339,7.292722268925988,4415
ENST00000372398.6,1340,5.8918179892712095,4733
ENST00000372398.6,1341,5.891817989271207,4733
ENST00000372398.6,2020,4.071230020194263,1061
ENST00000372398.6,3212,3.2809927071931915,1075
ENST00000352480.10,6,1.3552412234951727,2320
ENST00000352480.10,11,1.6515151515151516,1246
ENST00000443588.1,2,1.116452164688907,9928
ENST00000443588.1,3,0.9504217207165052,7223
ENST00000443588.1,5,0.7080668608815202,10145
ENST00000443588.1,6,1.214418018018018,4954
ENST00000443588.1,25,1.3194682512474765,6379
ENST00000443588.1,37,1.343023474634404,9235
ENST00000467695.5,9,0.7730919189114135,9706
ENST00000467695.5,10,1.4849623453649148,19311
ENST00000467695.5,19,1.3708188794708207,30921
ENST00000467695.5,42,1.2412108393188932,10136
ENST00000467695.5,43,1.2581401583246603,12523
ENST00000467695.5,152,1.2549325000323304,17472
ENST00000467695.5,153,1.2549325000323304,17472
ENST00000467695.5,154,0.8554579755550847,11286
ENST00000467695.5,160,1.577363534794637,10482
ENST00000470849.4,320,0.914037995664924,1298
ENST00000470849.4,321,0.6293950552506553,3171
ENST00000470849.4,324,1.7818136384324996,3451
ENST00000470849.4,341,1.4814180741177732,16089
ENST00000470849.4,343,1.4150473128166563,29018
ENST00000470849.4,344,1.3438940231997645,17535
ENST00000470849.4,345,1.3438940231997645,17535
ENST00000470849.4,348,1.2705320808831913,23691
ENST00000470849.4,349,1.099560137501859,38206
ENST00000470849.4,350,1.099560137501859,38206
