chromosome,position,rsr,t_read,c_read,total_reads,strand
chr6,142519676,1.1509597895087862,524,486,1010,+
chr6,146870837,2.0188796745930735,929,521,1450,+
chr6,146875631,0.5462989863667713,2357,1394,3751,+
chr6,146875633,0.5570866141732284,1697,1015,2712,+
chr6,146875641,1.7238627294493216,863,536,1399,+
chr6,146875645,1.450548750044956,1877,1136,3013,+
chr6,146875649,2.0999833175777125,1048,733,1781,+
chr6,146875723,3.196955126794532,667,436,1103,+
chr6,147612235,1.0766104998531552,1033,582,1615,+
chr6,147707332,3.9701028926422057,817,302,1119,+
chr6,149342564,1.9015946947712001,597,465,1062,+
chr6,149396428,2.217018750883999,944,748,1692,+
chr6,149901819,3.5920655125269647,635,409,1044,+
chr6,149911984,0.7326735508408982,869,588,1457,+
chr6,150070953,3.4686961943681927,1513,1074,2587,+
chr6,150070954,3.9319016127011155,1372,983,2355,+
chr6,150070957,3.9601859996872313,532,476,1008,+
chr6,150070960,5.794218331155727,558,551,1109,+
chr6,150070974,0.4387312186978298,510,598,1108,+
chr6,150070975,0.964984967314243,840,834,1674,+
chr6,150071045,0.46075788871924583,1053,918,1971,+
chr6,150071069,0.2024804583729837,1678,1293,2971,+
chr6,150071071,0.26369365690649277,3211,2097,5308,+
chr6,150071074,2.3860869565217397,832,390,1222,+
chr6,150092311,1.7391304347826086,699,459,1158,+
chr6,150094279,2.8130141190914677,715,542,1257,+
chr6,150094283,0.3701310043668122,977,686,1663,+
chr6,150111112,2.2475806451612903,928,619,1547,+
chr6,150111120,2.56203288490284,856,668,1524,+
chr6,150117569,0.6136977058029689,748,531,1279,+
chr6,150117589,2.0130994152046786,661,474,1135,+
chr6,150123336,1.6573208722741433,759,534,1293,+
chr6,150123340,1.916381387092684,816,477,1293,+
chr6,150123345,1.922262396694215,826,483,1309,+
chr6,150123399,0.539683275754133,1057,730,1787,+
chr6,150123439,0.46403075233388236,675,606,1281,+
chr6,150123443,2.3897049239109474,1374,1233,2607,+
chr6,150123488,2.9028046421663447,620,516,1136,+
chr6,150123523,2.4840182648401825,679,437,1116,+
chr6,150123566,1.9283422459893047,600,439,1039,+
chr6,151197271,2.125506072874494,734,545,1279,+
chr6,151197299,1.9003831417624517,1363,956,2319,+
chr6,151197300,1.9003831417624517,1363,956,2319,+
chr6,151198791,1.6510678025440542,1047,835,1882,+
chr6,151198796,1.916682926829268,892,614,1506,+
chr6,151198803,0.8955730746383498,3873,2983,6856,+
chr6,151198804,0.651025435550411,2674,2041,4715,+
chr6,151198915,1.5653638828103218,4508,3561,8069,+
chr6,151198918,1.4746716697936213,1964,1559,3523,+
chr6,151198943,1.6253912847652292,2237,2139,4376,+
chr6,151203926,1.8451211525867717,804,508,1312,+
chr6,151209044,1.80118979857626,1382,980,2362,+
chr6,151209060,0.616842105263158,585,449,1034,+
chr6,151243372,2.981965440055908,607,485,1092,+
chr6,151247285,0.4382608061812085,924,537,1461,+
chr6,151247298,2.6919881305637983,1133,673,1806,+
chr6,151247346,1.9103830242780102,3163,1997,5160,+
chr6,151247349,1.55444562621866,7829,5295,13124,+
chr6,151247350,1.6031827473408047,9428,6060,15488,+
chr6,151247361,1.478398480772274,1902,978,2880,+
chr6,151247404,1.6722367738425137,4375,2926,7301,+
chr6,151247411,1.602480097231876,9696,6284,15980,+
chr6,151334942,2.5002569668505483,702,507,1209,+
chr6,151336794,1.1506143242433322,661,354,1015,+
chr6,151336795,1.1506143242433322,661,354,1015,+
chr6,151336803,1.1357787703208422,1113,809,1922,+
chr6,151355644,1.6461347503975798,1146,888,2034,+
chr6,151355671,1.6216118684843626,1988,1739,3727,+
chr6,151646790,1.323671497584541,410,620,1030,+
chr6,151646792,1.800673179375728,827,1109,1936,+
chr6,151646808,0.3477287103998905,472,602,1074,+
chr6,151646810,0.4005900116959068,1628,1753,3381,+
chr6,151646812,0.40988647757340746,810,964,1774,+
chr6,151646889,1.7723676202069385,623,476,1099,+
chr6,151646952,1.8928138528138527,642,461,1103,+
chr6,151646959,1.9545411407421467,1372,1027,2399,+
chr6,151646960,1.6691158102646049,2544,1849,4393,+
chr6,151646964,2.5,734,587,1321,+
chr6,151646972,1.707664025911498,866,736,1602,+
chr6,151670171,1.552874743326489,1209,973,2182,+
chr6,151670194,1.8384410801963995,1230,1039,2269,+
chr6,151670208,1.5301973586585549,1288,1171,2459,+
chr6,151670337,1.4957264957264955,1812,1442,3254,+
chr6,151670344,1.1008501279360206,3241,2579,5820,+
chr6,151670345,0.8244577470263547,1514,1353,2867,+
chr6,151670346,1.479996492151188,1360,904,2264,+
chr6,151670368,1.7878844292203433,1548,1032,2580,+
chr6,151670459,1.7136363636363636,1507,959,2466,+
chr6,151670610,1.5956584111524892,1967,1331,3298,+
chr6,151670641,1.845601851851852,937,539,1476,+
chr6,151670643,0.5090474564697849,1135,807,1942,+
chr6,151670649,1.6333992094861662,797,505,1302,+
chr6,151670652,1.3657520325203252,1660,1352,3012,+
chr6,151670707,1.9751916095199675,1398,803,2201,+
chr6,151670728,1.3376777567300766,2864,2025,4889,+
chr6,151670742,0.9741953630011736,7795,5586,13381,+
chr6,151670743,1.06468716825417,12105,8630,20735,+
chr6,151670745,1.074002379914483,10503,7255,17758,+
chr6,151670748,1.2863369957657005,7213,4987,12200,+
chr6,151670749,1.3934104157943894,2703,1526,4229,+
chr6,151670760,1.5593969418497649,12622,9382,22004,+
chr6,151670761,1.5593969418497649,12622,9382,22004,+
chr6,151670804,2.077043577646556,1637,1141,2778,+
chr6,151670832,1.6397637795275593,587,507,1094,+
chr6,151670859,1.5045095413046952,5254,4194,9448,+
chr6,151670860,1.562594843461446,6411,4957,11368,+
chr6,151670861,1.5045095413046952,5254,4194,9448,+
chr6,151670871,1.3979956012638275,3692,2883,6575,+
chr6,151670881,1.7613265306122448,841,699,1540,+
chr6,151670965,2.0275111476811234,2701,1895,4596,+
chr6,151671025,1.5336093936127968,1501,1155,2656,+
chr6,151671101,1.0977722332006068,4597,3279,7876,+
chr6,151671204,1.7607458912768648,618,451,1069,+
chr6,151671264,1.5799320056265482,2344,1785,4129,+
chr6,151671326,1.5672709923664125,1094,785,1879,+
chr6,151671327,1.6922077386354262,1344,1053,2397,+
chr6,151671328,0.8080941966554002,1828,1145,2973,+
chr6,151671330,0.8080941966554002,1828,1145,2973,+
chr6,151671335,1.5658307210031346,998,637,1635,+
chr6,151671365,0.9575396901728438,3885,2587,6472,+
chr6,151671366,0.9324611852370255,4134,2755,6889,+
chr6,151671368,1.6648648648648652,857,584,1441,+
chr6,151671465,1.4303785329450944,1802,1381,3183,+
chr6,151671525,2.9368181818181816,922,659,1581,+
chr6,151671560,0.7265291873425929,1820,1347,3167,+
chr6,151671590,1.803202614379085,1173,764,1937,+
chr6,151671591,1.5985604661897068,1704,1237,2941,+
chr6,151671637,2.0583403780122524,2215,1680,3895,+
chr6,151671681,1.5529536639026265,2095,1752,3847,+
chr6,151671723,0.6835212201591512,1301,927,2228,+
chr6,151671759,2.4308943089430897,827,491,1318,+
chr6,151671808,3.007511637748624,916,555,1471,+
chr6,151671810,1.541908013693406,2705,2082,4787,+
chr6,151671811,1.9420817824239065,1935,1241,3176,+
chr6,151671812,1.7015151830376318,4640,3323,7963,+
chr6,151671834,0.6176470588235294,1917,1369,3286,+
chr6,151671892,1.3907388502819245,3636,2553,6189,+
chr6,151672090,1.9096050038557104,1310,1060,2370,+
chr6,151672169,1.771924908938078,1427,1161,2588,+
chr6,151672197,1.635047458848973,1600,1188,2788,+
chr6,151672245,0.5080210472279261,608,486,1094,+
chr6,151672246,1.405266584677711,1553,1201,2754,+
chr6,151672397,1.698148148148148,916,557,1473,+
chr6,151672525,1.5346283056249463,962,610,1572,+
chr6,151672617,2.108873579461815,1234,998,2232,+
chr6,151672621,1.6407118061083246,2099,1624,3723,+
chr6,151672666,0.6498702772823091,1172,880,2052,+
chr6,151672864,5.740967851774656,4737,3642,8379,+
chr6,151672937,0.5792151162790699,796,607,1403,+
chr6,151673102,0.6752158996805868,1501,1069,2570,+
chr6,151673103,1.2549372177892657,2727,1604,4331,+
chr6,151673152,0.6985344473359815,1784,1042,2826,+
chr6,151673163,1.3415593428483947,10950,6306,17256,+
chr6,151673164,1.293342432899773,8869,5132,14001,+
chr6,151673166,1.3983075889858965,5147,2977,8124,+
chr6,151673167,1.4744436388414834,10130,5922,16052,+
chr6,151673168,1.531483488279245,2651,1575,4226,+
chr6,151673200,1.5491008667034292,28846,19086,47932,+
chr6,151673201,1.5956120689651787,53363,35338,88701,+
chr6,151673202,1.3365338740458017,8321,4863,13184,+
chr6,151673203,1.6981866655180458,30992,21323,52315,+
chr6,151673363,1.4811351505520924,2667,1943,4610,+
chr6,151673627,1.5568120945181836,1508,950,2458,+
chr6,151673696,1.6329059721417596,1705,1368,3073,+
chr6,151673739,2.160968358462519,635,553,1188,+
chr6,151673753,1.4967878120411158,1387,907,2294,+
chr6,151673934,1.5671547054840895,4114,3375,7489,+
chr6,151673935,1.6596737839744509,5003,4026,9029,+
chr6,151673969,1.957085253456221,1358,867,2225,+
chr6,151673986,1.5908690141621202,1990,1577,3567,+
chr6,151674002,1.7036455929856942,1464,984,2448,+
chr6,151674119,1.5941469489414697,1254,802,2056,+
chr6,151674133,1.327997735269139,2026,1564,3590,+
chr6,151674219,0.6906009439793224,2621,1923,4544,+
chr6,151674349,1.6775967013548008,1423,925,2348,+
chr6,151674539,1.4877979568671964,1390,880,2270,+
chr6,151674715,1.292037933817595,2520,2359,4879,+
chr6,151674828,1.5021008403361342,1286,1070,2356,+
chr6,151676992,1.0252845825741854,6248,4543,10791,+
chr6,151677598,2.1984002469072297,2513,1976,4489,+
chr6,151677646,1.4528581809682894,4501,3347,7848,+
chr6,151677926,2.0469552457813647,929,657,1586,+
chr6,151678490,2.429650949927312,767,499,1266,+
chr6,151678575,0.6120466550856171,1078,841,1919,+
chr6,151678669,1.894396551724138,878,637,1515,+
chr6,151678900,1.6346308062426744,802,558,1360,+
chr6,151679448,2.00812887969258,646,397,1043,+
chr6,151790119,0.7162860172308084,664,463,1127,+
chr6,151790218,2.3825072886297374,680,342,1022,+
chr6,151790220,2.3886662468980333,901,486,1387,+
chr6,152085008,2.805380973669763,690,440,1130,+
chr6,152085444,1.5659370522259004,772,546,1318,+
chr6,152085445,0.8806461382980294,2147,1526,3673,+
chr6,152085447,0.980529937051676,1575,1187,2762,+
chr6,152085449,0.6297244211654068,919,633,1552,+
chr6,152085455,2.0072992700729926,959,821,1780,+
chr6,158365013,2.844259567387687,813,600,1413,+
chr6,158365015,2.6622450092278322,808,599,1407,+
chr6,160163130,5.004366812227074,572,457,1029,+
chr6,160163131,5.004366812227074,572,457,1029,+
chr6,160169363,2.2020768484729194,748,471,1219,+
chr6,160169368,1.449430534972387,1088,712,1800,+
chr6,160169370,1.232703488372093,770,515,1285,+
chr6,160169372,2.353896103896104,724,461,1185,+
chr6,160169374,2.353896103896104,724,461,1185,+
chr6,160176857,0.4103322072072072,582,443,1025,+
chr6,160176858,0.4103322072072072,582,443,1025,+
chr6,160188202,1.3092165357097936,974,652,1626,+
chr6,160189575,0.9739776951672865,1571,1075,2646,+
chr6,160189576,0.9739776951672865,1571,1075,2646,+
chr6,160189585,2.6859205776173285,743,553,1296,+
chr6,160189625,1.8409364146406624,1224,787,2011,+
chr6,160189652,1.9893789947797238,5071,3375,8446,+
chr6,160189653,2.156678279494096,2840,2077,4917,+
chr6,160196202,1.7466546577457538,904,535,1439,+
chr6,160196238,2.437137330754352,734,516,1250,+
chr6,160198336,1.7298387096774197,626,495,1121,+
chr6,160198368,2.246777163904236,609,542,1151,+
chr6,160198369,1.961565502695102,619,501,1120,+
chr6,160198456,0.5765589497601615,608,465,1073,+
chr6,160199832,3.25447499548062,3391,3095,6486,+
chr6,160199833,3.25447499548062,3391,3095,6486,+
chr6,160199927,0.5597722960151803,589,441,1030,+
chr6,160199942,2.441025641025641,594,454,1048,+
chr6,160200010,0.6197052947052947,1837,1455,3292,+
chr6,160200011,0.6197052947052947,1837,1455,3292,+
chr6,160200025,2.103734439834025,1169,1204,2373,+
chr6,160211537,2.8453961927980433,877,771,1648,+
chr6,160211540,0.5273568029162589,743,558,1301,+
chr6,160211542,0.5273568029162589,743,558,1301,+
chr6,160218411,0.4285930790603687,706,534,1240,+
chr6,160218412,2.054586129753915,655,446,1101,+
chr6,160218457,1.8524368231046933,820,553,1373,+
chr6,160219084,2.2619088776392147,1346,1156,2502,+
chr6,160219085,2.2619088776392147,1346,1156,2502,+
chr6,160219369,1.841010867908876,1426,1069,2495,+
chr6,160693663,2.403271983640082,903,488,1391,+
chr6,160693703,0.5781007751937985,627,515,1142,+
chr6,160696967,4.633301857097891,735,352,1087,+
chr6,160697101,0.5760869565217391,741,482,1223,+
chr6,160697405,4.912130191253699,602,435,1037,+
chr6,160697651,0.5976419878907031,704,589,1293,+
chr6,160829942,0.7168826515105241,1416,893,2309,+
chr6,160829944,1.1906976744186046,719,429,1148,+
chr6,163984626,1.131683335199069,716,510,1226,+
chr6,163984661,0.8308316947213206,882,602,1484,+
chr6,163984731,2.784636488340192,724,485,1209,+
chr6,163991993,2.3850164898390167,595,421,1016,+
chr6,163992057,2.323128664840001,940,725,1665,+
chr6,163993506,2.4087352281603636,870,615,1485,+
chr6,163993897,0.2681101001957848,581,456,1037,+
chr6,163993997,1.952802359882006,661,451,1112,+
chr6,163994194,2.423645320197044,614,434,1048,+
chr7,914042,1.6445940890385335,627,395,1022,+
chr7,914140,0.4831741081595025,681,489,1170,+
chr7,1578788,1.0360993905297704,934,710,1644,+
chr7,1578789,1.2803472062683787,1256,1004,2260,+
chr7,1578824,1.9821321620495354,944,733,1677,+
chr7,1578848,1.4392915736055991,1164,955,2119,+
chr7,1578857,1.585269316812941,939,744,1683,+
chr7,1579694,1.808641975308642,585,449,1034,+
chr7,1579717,1.9069823051171688,549,491,1040,+
chr7,1580064,5.983622169827075,574,598,1172,+
chr7,1580065,5.767357219090002,705,618,1323,+
chr7,1580076,0.4099749330106318,526,502,1028,+
chr7,1580078,0.4099749330106318,526,502,1028,+
chr7,1580280,0.9463812492184203,624,560,1184,+
chr7,1580369,2.088823067522542,935,682,1617,+
chr7,1580403,2.44689333986761,1445,999,2444,+
chr7,1580729,3.0974294699721043,1188,923,2111,+
chr7,1581005,5.649038461538462,949,415,1364,+
chr7,1581006,4.466284430438843,1761,687,2448,+
chr7,1581007,4.8598853577814545,1946,762,2708,+
chr7,1581033,8.482941801632721,2321,986,3307,+
chr7,1581034,5.946877510762849,2621,1165,3786,+
chr7,1581035,6.523946261301041,3670,1576,5246,+
chr7,1581036,6.284287922791388,2338,1083,3421,+
chr7,1581047,5.805812691681571,2299,1524,3823,+
chr7,1581048,5.363304099498548,3091,1925,5016,+
chr7,1581049,5.363304099498548,3091,1925,5016,+
chr7,1581107,4.579486341788807,1679,642,2321,+
chr7,1581110,3.861095954187951,795,387,1182,+
chr7,1581116,15.454253035138695,1036,521,1557,+
chr7,1581225,60.88385269121813,795,352,1147,+
chr7,1581226,18.870268528398427,2991,1313,4304,+
chr7,1581227,18.230771191842585,3070,1532,4602,+
chr7,1581228,17.464905423032768,2802,1472,4274,+
chr7,1581330,2.733882383219663,606,408,1014,+
chr7,1581331,2.733882383219663,606,408,1014,+
chr7,1581617,1.1154232055849733,665,506,1171,+
chr7,1581683,1.5080548168756607,877,613,1490,+
chr7,1581700,0.6502590673575129,752,578,1330,+
chr7,1581709,2.4407252440725244,559,477,1036,+
chr7,1581755,0.6122943595769682,793,591,1384,+
chr7,1581807,1.7836317135549873,633,390,1023,+
chr7,1581822,1.9532854209445587,760,486,1246,+
chr7,1582073,1.1875525620507281,672,497,1169,+
chr7,1582144,1.96317594834544,670,471,1141,+
chr7,1582241,3.178751387800329,1488,1080,2568,+
chr7,1582256,1.3318412908930153,1251,927,2178,+
chr7,1582320,1.932074652777778,1534,1151,2685,+
chr7,1582321,1.932074652777778,1534,1151,2685,+
chr7,1582430,0.437061521856449,588,435,1023,+
chr7,1582457,2.409200851393189,1276,645,1921,+
chr7,1582458,2.409200851393189,1276,645,1921,+
chr7,1582465,1.9166666666666667,855,641,1496,+
chr7,1582469,2.227122109055521,2565,1887,4452,+
chr7,1582470,2.0222416890617807,1815,1432,3247,+
chr7,1582474,1.9963031423290205,827,540,1367,+
chr7,1582476,2.0695464482486647,1700,1483,3183,+
chr7,1582477,1.5920956804609234,973,678,1651,+
chr7,1582484,1.421237375810822,1412,1281,2693,+
chr7,2394946,3.661485117656226,645,375,1020,+
chr7,2395030,3.5174563591022445,650,400,1050,+
chr7,2400366,2.680210972567923,976,743,1719,+
chr7,2400446,2.009880848590526,1091,836,1927,+
chr7,2400447,2.009880848590526,1091,836,1927,+
chr7,2402328,1.8857680250783697,1670,869,2539,+
chr7,2402329,2.04305177727283,2316,1351,3667,+
chr7,2402355,1.8055555555555556,649,449,1098,+
chr7,2402738,2.0324430901595267,985,796,1781,+
chr7,2403366,0.4772243507875691,1238,782,2020,+
chr7,2404102,2.483764705882353,608,424,1032,+
chr7,2406190,1.9858960367027674,1254,999,2253,+
chr7,2406191,2.0408163265306123,803,468,1271,+
chr7,2409135,1.5253173321024691,805,618,1423,+
chr7,2411429,1.9985465116279073,874,601,1475,+
chr7,2411448,0.5052130674223386,858,633,1491,+
chr7,2412335,1.6670588235294117,544,509,1053,+
chr7,2412402,1.5716039736577745,703,577,1280,+
chr7,2414211,0.463615749330035,691,538,1229,+
chr7,2415105,1.4634064284939827,1152,794,1946,+
chr7,2416633,2.504494083496625,913,661,1574,+
chr7,2418329,2.310507674144038,1029,769,1798,+
chr7,2418330,2.0630058033244425,1628,1277,2905,+
chr7,2419102,0.5321671872464273,1827,1162,2989,+
chr7,2419103,0.5181518151815181,1255,807,2062,+
chr7,2419960,3.225260812728857,769,584,1353,+
chr7,2420070,1.1005763163850442,1064,751,1815,+
chr7,2420201,1.823576798480301,1171,776,1947,+
chr7,2420219,0.4297892493488041,659,411,1070,+
chr7,5239225,1.6950181852906263,1349,875,2224,+
chr7,5632613,2.1264916467780437,647,418,1065,+
chr7,5632628,1.6369797793087995,834,540,1374,+
chr7,5632630,1.5544711668796716,853,905,1758,+
chr7,5632631,1.580364656381487,938,619,1557,+
chr7,5632632,1.5544711668796716,853,905,1758,+
chr7,5632897,2.7073999918878005,673,385,1058,+
chr7,5632969,2.3472037037037037,1062,618,1680,+
chr7,5632970,2.1533333333333333,835,439,1274,+
chr7,5642887,0.4410138248847927,695,433,1128,+
chr7,5642889,1.5997968160871385,1522,1118,2640,+
chr7,5642891,2.464285714285714,827,685,1512,+
chr7,5642902,2.179692307692308,505,499,1004,+
chr7,5642958,1.154196186855596,931,642,1573,+
chr7,5642960,1.154196186855596,931,642,1573,+
chr7,5643025,1.2942784518852066,678,423,1101,+
chr7,5643146,3.568584114257079,737,513,1250,+
chr7,5643610,2.75,734,419,1153,+
chr7,5644974,0.8298008991650611,645,518,1163,+
chr7,5644976,0.8298008991650611,645,518,1163,+
chr7,5645619,8.517125983654072,2980,2025,5005,+
chr7,5645620,5.385287955527345,4900,3429,8329,+
chr7,5645622,4.6302373960748415,2971,2160,5131,+
chr7,5645777,12.768821730594986,1661,239,1900,+
chr7,5645779,6.529247984779586,2285,263,2548,+
chr7,5645780,8.052149272055754,3250,453,3703,+
chr7,5645781,6.078338839075035,1287,162,1449,+
chr7,5645782,10.01306632143128,3147,480,3627,+
chr7,5645783,8.508060145186148,1666,315,1981,+
chr7,5645784,8.991906474820144,1110,277,1387,+
chr7,5645785,8.054089034759848,2425,400,2825,+
chr7,5645786,7.4092741532462565,3799,622,4421,+
chr7,5645787,7.966842682834872,2825,374,3199,+
chr7,5645788,7.028943000483087,2763,457,3220,+
chr7,5645791,29.35830367418076,2354,1006,3360,+
chr7,5645792,28.891155128502614,4374,4040,8414,+
chr7,5645793,17.0300368449038,5624,6582,12206,+
chr7,5645794,16.706858405692383,4848,6462,11310,+
chr7,5645795,15.211862305335208,3651,6022,9673,+
chr7,5645802,0.25840743864425697,596,1352,1948,+
chr7,5645812,0.4168010752688172,442,619,1061,+
chr7,5645813,0.22807415815361332,273,880,1153,+
chr7,5645816,0.24613259668508283,296,904,1200,+
chr7,5645817,0.2914044865264377,520,1220,1740,+
chr7,5645819,0.39062751728714507,849,2179,3028,+
chr7,5645842,0.2658267295877481,852,1020,1872,+
chr7,5646048,2.9383336795830157,728,572,1300,+
chr7,5646141,0.7597760591575082,731,382,1113,+
chr7,5646192,1.981608784929917,715,486,1201,+
chr7,6054779,3.328591749644381,831,591,1422,+
chr7,6054783,1.8133735269936968,1017,711,1728,+
chr7,6054784,2.642903489599107,1432,972,2404,+
chr7,6054950,2.637,585,499,1084,+
chr7,6057535,3.8499162393910686,649,433,1082,+
chr7,6057586,1.1643527204502817,534,532,1066,+
chr7,6057587,0.7035266714315359,1400,1220,2620,+
chr7,6057589,0.5436120401337793,601,574,1175,+
chr7,6062948,1.9873617693522905,628,421,1049,+
chr7,6062949,0.606750075673494,632,582,1214,+
chr7,6062951,2.046204620462046,1084,605,1689,+
chr7,6063107,1.034101733663555,1356,1085,2441,+
chr7,6063108,1.034101733663555,1356,1085,2441,+
chr7,6063172,0.4740550928891736,739,445,1184,+
chr7,6063174,1.8259181605987853,1379,971,2350,+
chr7,6063176,0.5754123795525069,828,470,1298,+
chr7,6063218,2.413888677028803,892,573,1465,+
chr7,6185785,0.4460425440017277,694,440,1134,+
chr7,6441560,1.9803025334994644,745,581,1326,+
chr7,6442784,4.067815232888234,1253,972,2225,+
chr7,6442997,1.9348628691983123,666,473,1139,+
chr7,6624818,2.676002486587613,996,825,1821,+
chr7,6628457,0.3164882298650467,586,433,1019,+
chr7,6628497,1.2947716546923156,602,444,1046,+
chr7,10493035,2.098371607515657,697,478,1175,+
chr7,10493036,2.098371607515657,697,478,1175,+
chr7,10493063,1.8704473685168959,1934,1319,3253,+
chr7,10493065,1.22531442679317,2330,1622,3952,+
chr7,10493066,1.0451583325146545,1615,1130,2745,+
chr7,11080305,7.162978238090549,694,503,1197,+
chr7,12275066,2.547950287516231,807,598,1405,+
chr7,12275067,2.547950287516231,807,598,1405,+
chr7,16685863,2.2461700462013474,847,533,1380,+
chr7,16705069,2.2923066133669963,1107,678,1785,+
chr7,16705070,2.2923066133669963,1107,678,1785,+
chr7,16705074,1.655931293612453,616,413,1029,+
chr7,16720963,2.169918699186992,941,491,1432,+
chr7,16725571,1.925973068935486,776,648,1424,+
chr7,16729468,0.5744549568078979,587,571,1158,+
chr7,16729501,1.4501748251748252,1105,714,1819,+
chr7,16734473,1.536529389264312,926,758,1684,+
chr7,16734500,1.5569819229761594,1131,693,1824,+
chr7,16734569,2.112280701754386,601,512,1113,+
chr7,16734604,2.610169491525424,734,412,1146,+
chr7,16736558,1.731368383784741,630,537,1167,+
chr7,16736648,1.8582290900171698,946,603,1549,+
chr7,16737721,1.6649054063574786,1257,893,2150,+
chr7,16737771,0.6765095338983051,1309,943,2252,+
chr7,16745879,0.5948685460880583,625,450,1075,+
chr7,16818679,1.9348014722822828,560,469,1029,+
chr7,17384532,0.2951599451171837,803,454,1257,+
chr7,20421401,0.7959930175550614,705,493,1198,+
chr7,20449849,2.477777777777778,891,719,1610,+
chr7,22767199,2.104615024898165,572,431,1003,+
chr7,22767205,0.421013570822731,626,523,1149,+
chr7,22767206,1.2216555247632221,1274,1083,2357,+
chr7,22767236,1.640176600441501,742,603,1345,+
chr7,22768358,1.6249249249249247,772,665,1437,+
chr7,22768380,1.524611598215659,921,787,1708,+
chr7,22771187,2.3148,642,499,1141,+
chr7,22771190,1.6494082840236686,668,506,1174,+
chr7,22771293,1.6395563770794825,886,540,1426,+
chr7,22771434,4.274739583333333,1004,767,1771,+
chr7,23224750,2.8296122487675395,871,594,1465,+
chr7,23339188,14.758056461826932,1598,1091,2689,+
chr7,23339189,14.75805646182693,1598,1091,2689,+
chr7,23339190,9.036317567567568,822,591,1413,+
chr7,23339203,3.697656813848105,1405,1299,2704,+
chr7,23339204,3.837142835573576,1258,1143,2401,+
chr7,23339210,0.5240464344941957,552,535,1087,+
chr7,23339211,0.5240464344941957,552,535,1087,+
chr7,23340508,2.6136853448275863,538,463,1001,+
chr7,23340518,1.165382967300536,1105,846,1951,+
chr7,23340574,2.940886699507389,795,579,1374,+
chr7,23340601,2.429195804195804,793,623,1416,+
chr7,23340631,1.1157624444127487,1765,1309,3074,+
chr7,23347487,2.374770642201834,667,544,1211,+
chr7,23347490,1.5312399355877615,1027,689,1716,+
chr7,23348987,2.314814814814815,639,383,1022,+
chr7,23349002,1.7588796720870656,1285,979,2264,+
chr7,26241375,1.5951234479119512,1060,692,1752,+
chr7,26241400,1.18403455517451,1210,885,2095,+
chr7,26241410,1.7208264462809915,1076,549,1625,+
chr7,26241442,1.838813382701816,1480,850,2330,+
chr7,26241443,1.5628310062590274,1081,803,1884,+
chr7,26242590,1.6419963481436397,1721,1059,2780,+
chr7,26242594,1.311939133827546,2958,1863,4821,+
chr7,26242602,1.546445497630332,3262,2109,5371,+
chr7,26242603,0.5961205749268033,1747,1155,2902,+
chr7,26242613,1.7906774580335731,2541,1667,4208,+
chr7,26242616,1.3646920228879167,4283,2970,7253,+
chr7,26246006,0.8113375802980708,8519,5177,13696,+
chr7,26246024,1.75328771470679,12668,9452,22120,+
chr7,26246025,1.3064083499314982,25010,16464,41474,+
chr7,26248045,1.874277406280653,2963,1876,4839,+
chr7,26251371,1.4643415572712437,2757,2160,4917,+
chr7,26251704,1.2715205148833468,3131,2033,5164,+
chr7,26251868,1.554952762015431,2179,1197,3376,+
chr7,26251869,1.6757712772299238,3072,1637,4709,+
chr7,26251871,1.6444268693502775,5071,2581,7652,+
chr7,26251872,1.8382499060660464,2717,1408,4125,+
chr7,26251873,1.72554850654072,4179,2170,6349,+
chr7,26251883,1.830640482029143,2697,1736,4433,+
chr7,26251884,1.8835026112588515,2260,1356,3616,+
chr7,26251889,1.6272040804898182,3687,2371,6058,+
chr7,26251890,1.664922209855786,2603,1744,4347,+
chr7,26251894,2.007703435804701,1290,789,2079,+
chr7,26251911,1.7698961937716264,1022,832,1854,+
chr7,26251915,1.6225817712647557,3194,2480,5674,+
chr7,26252229,3.604144367203368,2178,1688,3866,+
chr7,26252230,4.317615935262994,894,713,1607,+
chr7,26252282,0.3975993998499625,1165,945,2110,+
chr7,26252565,2.0892408730925247,1247,1001,2248,+
chr7,27138876,3.634444956942684,598,483,1081,+
chr7,27139461,3.479634739843637,855,286,1141,+
chr7,27139462,4.003112880315437,1151,370,1521,+
chr7,27139463,4.003112880315437,1151,370,1521,+
chr7,27139475,21.57487361847007,1163,652,1815,+
chr7,27139476,19.288434059694417,1432,867,2299,+
chr7,27139489,8.676200423249073,1126,1205,2331,+
chr7,27139490,8.479694020528697,1366,1414,2780,+
chr7,27139534,1.2223267886310372,511,621,1132,+
chr7,27779776,1.8004698977937894,626,442,1068,+
chr7,27779799,2.417293656398614,753,595,1348,+
chr7,27788259,2.185345890242098,1080,1192,2272,+
chr7,27788260,2.185345890242098,1080,1192,2272,+
chr7,27788261,2.0234035258566205,2045,2052,4097,+
chr7,27788263,1.9062472464534317,745,872,1617,+
chr7,27809359,2.986111111111111,644,467,1111,+
chr7,27809448,2.5007125890736344,657,420,1077,+
chr7,27832736,0.6839447102604997,663,527,1190,+
chr7,27832769,3.3077174623937213,594,555,1149,+
chr7,27834005,2.133434804667681,579,437,1016,+
chr7,27834010,2.38133102852204,573,444,1017,+
chr7,27868587,2.2635790280261157,664,560,1224,+
chr7,27868637,0.5527868063079331,655,425,1080,+
chr7,27868704,2.1517447199265383,720,483,1203,+
chr7,30634553,1.7282732447817837,620,464,1084,+
